,"Hondo-SEADYN Project:  Rack 005971, File HSL Stemtbl ",,,,,Data checked: 2003 Feb 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Square plots 5m x 5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,1983,,,,,,Fallen Stems,,,,,,,,1983,,,,,,,1983 Crown,,,,1983,1983,1991,2000,2000,,2000,,
,,,,DBH,1983 Base Coordinates (m),,,,Year,Length,Exit Coordinates (m),,,,Year,Uprooted,,Stem,       1983 Stem Lean,,       1991 Stem Lean,,       2000 Stem Lean,,Width (m),,Ht to crown,,BSD,Radial Inc.,DBH,DBH,Height,2000,Fire ,,Comment
Stand,Plot,Tag #,Species,(in),N,S,E,W,Dead,(m),N,S,E,W,Fallen,/ Broken,Age,Height (m),AmtChar,Direction,AmtNum,Direction,AmtNum,Direction,N-S,E-W,bottom (m),Fill%,(cm),(cm),(cm),(cm),(m),Code,Codes,Dummy,(year recorded)
3,8H,78,A,4.9,.,2,.,2.1,1984,4,.,.,.,0.4,1987,U,82,12.8,L,S,.,.,.,.,1.2,2.5,10.6,45,16.7,1.52,.,.,.,DD,.,X ,"Data different than original data sheet, but left as is, b/c it is the original data entry; had a 1 in front of the year fallen - deleted (2003)"
3,8H,80,A,6.7,.,2,0.3,.,1991,.,.,.,.,.,.,.,82,19.4,S,SSE,.,.,.,.,3.8,2.8,13.6,55,20.6,7.55,17.9,.,.,DB2,.,X ,
3,8H,79,J,6.1,.,2,0.8,.,2001,.,.,.,.,.,.,.,.,16.8,S,W,.,.,.,.,2.3,1,13.4,75,.,.,15.9,15.4,16,DS,.,X ,
3,8H,82,J,4.5,0.1,.,0.3,.,1981,.,.,.,.,.,.,.,.,12.2,S,E,.,.,.,.,.,.,.,.,.,.,11.8,.,.,DS,.,X ,
3,8H,83,J,9.8,0.3,.,1.6,.,.,.,.,.,.,.,.,.,.,22.8,S,SE,.,.,.,.,3,3,16.8,75,.,.,26.3,27.2,27.2,.,.,X ,
3,8H,84,J,6.7,1,.,1.7,.,1981,.,.,.,.,.,.,.,.,15,S,S,.,.,.,.,.,.,.,.,.,.,16.5,.,.,DB2,.,X ,
3,8H,81,J,5.3,1,.,0.2,.,1984,.,.,.,.,.,.,.,56,15,S,S,.,.,.,.,1.3,1.2,13.4,75,.,.,13.7,.,.,DS,.,X ,
3,8I,87,J,6.4,.,0.5,.,2,1991,.,.,.,.,.,.,.,.,20.2,S,E,.,.,.,.,2,0.8,12.6,75,.,.,16.3,.,.,DS,.,X ,
3,8I,88,J,7.3,.,0.7,1.3,.,.,.,.,.,.,.,.,.,.,20,O,Z,.,.,.,.,3,1.4,17.2,80,.,.,19.5,21.3,21.2,.,.,X ,
3,8I,86,J,6.9,0.4,.,.,1,.,.,.,.,.,.,.,.,.,19.6,S,S,.,.,.,.,2.3,1.3,15.4,85,.,.,18.7,19.7,21.9,.,.,X ,
3,8I,85,J,7.1,2.4,.,.,1.4,1984,6,.,5,.,.,1987,U,.,12.2,S,E,.,.,.,.,.,.,.,.,.,.,18.3,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,8J,90,J,8.3,.,0.5,.,0.2,.,.,.,.,.,.,.,.,.,25.4,S,NNE,.,.,.,.,2.4,2.5,16.8,65,.,.,23.4,25.5,23,.,.,X ,
3,8J,95,J,3.8,.,1.6,.,0.4,1981,4.9,.,2.5,0,.,1981,U,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,8J,94,A,3,0.1,.,0.1,.,1981,5.3,0,.,0,.,1984,.,73,5.8,M,SE,.,.,.,.,.,.,.,.,9.1,.,.,.,.,DD,.,X ,
3,8J,93,A,2.9,1.4,.,2.3,.,1981,5.5,0.8,.,.,.,1987,B,.,9.2,L,ESE,.,.,.,.,.,.,.,.,.,.,7.8,.,.,DD,.,X ,"Snag (1991); data different than original data sheet, but left as is, b/c it is the original data entry; had a 1 in front of the year fallen - deleted (2003)"
3,8J,91,J,4.3,1.5,.,.,0.7,1981,7.8,.,2.3,0,.,1984,B,.,11.4,S,E,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,8J,92,J,9.2,1.5,.,.,2.1,.,.,.,.,.,.,.,.,.,23.6,S,S,.,.,.,.,2.2,2.5,14.4,80,.,.,25.9,27,24.6,.,.,X ,
3,9A,44,J,7.6,.,1.5,0.6,.,.,.,.,.,.,.,.,.,.,20,O,Z,.,.,.,.,1.3,1.3,10.2,80,.,.,20.4,20.5,24.8,.,.,X ,
3,9A,45,J,7.8,.,1.5,2.3,.,.,.,.,.,.,.,.,.,79,19.6,S,S,.,.,.,.,1.9,2.5,11.6,80,.,.,21.5,22.3,22.7,.,.,X ,
3,9A,43,J,4.3,0.5,.,1.2,.,1981,.,.,.,4.2,.,1984,B,.,14.3,S,NW,.,.,.,.,.,.,.,.,.,.,10.5,.,.,DD,.,X ,
3,9A,46,J,8,1.3,.,.,1.3,.,.,.,.,.,.,.,.,.,24.8,S,SE,.,.,.,.,2.5,3.4,12.2,90,.,.,21.4,21.7,20.4,.,.,X ,
3,9A,42,J,8.1,2.2,.,0.9,.,.,.,.,.,.,.,.,.,.,19.4,S,E,.,.,.,.,2.8,2.6,13.2,75,.,.,21.5,22.1,29.1,.,.,X ,
3,9B,39,J,7.7,1.1,.,.,1.1,.,.,.,.,.,.,.,.,.,21.3,M,NE,.,.,.,.,3,1.8,17.5,30,.,.,17.5,17.3,19.9,.,.,X ,
3,9B,41,J,4.3,1.3,.,.,0.9,1981,.,.,.,.,.,.,.,.,14.3,S,N,.,.,.,.,.,.,.,.,.,.,10.6,.,.,DD,.,X ,
3,9B,38,J,8.3,1.5,.,.,2.4,.,.,.,.,.,.,.,.,.,22.3,S,SSW,.,.,.,.,3,1.5,15,60,.,.,22.3,23.7,25.7,.,.,X ,
3,9B,40,J,8,1.6,.,.,1.6,.,.,.,.,.,.,.,.,.,21.2,S,SW,.,.,.,.,3.1,1.5,14.2,55,.,.,21.3,21.1,23.2,.,.,X ,
3,9C,36,J,6.4,1,.,0.5,.,1981,.,.,0,.,1.5,1981,U,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,9C,37,J,3.9,1.7,.,0.7,.,1981,.,.,0,0.9,.,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,9D,34,J,8.4,.,1.2,.,0.8,.,.,.,.,.,.,.,.,.,18.8,S,SE,.,.,.,.,3.7,3.4,11.6,75,.,.,22.7,22.6,19.1,.,.,X ,
3,9D,33,J,7.6,.,1.2,2,.,.,.,.,.,.,.,.,.,.,19.2,O,Z,.,.,.,.,3.2,2.7,13.2,60,.,.,20.1,19.9,19.9,.,.,X ,
3,9D,35,J,9.8,0.6,.,.,1.5,.,.,.,.,.,.,.,.,.,23.2,S,E,.,.,.,.,4.7,5.1,15.2,80,.,.,28,30.1,22.2,.,.,X ,
3,9E,31,J,3.7,.,1.9,.,1.4,1983,7.1,.,.,.,1.2,1987,U,.,8.4,S,S,45,.,.,.,.,.,.,.,.,.,9.5,.,.,DD,.,X ,"Damaging #66 (1991); no stem lean direction recorded, data different than original data sheet, but left as is, b/c it is the original data entry (2003)"
3,9E,32,J,.,0,.,.,0.4,1981,.,1.2,.,.,0,1981,U,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,9E,29,J,6.6,1.5,.,.,1.7,.,.,.,.,.,.,.,.,.,16.6,S,E,.,.,.,.,3.7,2.8,14.4,80,.,.,17,16.9,20.9,.,.,X ,
3,9E,30,J,11.6,2.5,.,.,0.8,.,.,.,.,.,.,.,.,.,21.8,.,.,.,.,.,.,4.1,3.7,14.4,65,.,.,31.3,33.2,28.1,.,.,X ,
3,9F,25,J,7.7,.,0.3,.,2,2001,.,.,.,.,.,.,.,.,21.3,S,E,.,.,.,.,3.3,2.6,13.5,25,.,.,20,19.6,.,DB2,.,X ,
3,9F,26,J,7.9,.,0.4,.,0.4,1984,.,.,.,.,.,.,.,.,14.4,S,NW,.,.,.,.,0.5,1,14,5,.,.,20.2,.,.,DB2,.,X ,
3,9F,24,J,8.5,.,1.3,1.2,.,.,.,.,.,.,.,.,.,.,23.2,M,SE,.,.,.,.,3.7,2.9,15.2,60,.,.,22.3,22.5,25.3,.,.,X ,
3,9F,28,J,6.5,0.3,.,.,0.3,.,.,.,.,.,.,.,.,.,16.4,M,S,.,.,10,S,2.8,4.2,10.2,45,.,.,16.3,16,.,LL,.,X ,
3,9F,27,A,5.3,1,.,.,2.3,1991,.,.,.,.,.,.,.,84,14.6,M,S,.,.,.,.,3.5,1.9,10,1,.,1.94,13.8,.,.,DB2,.,X ,added 4 yrs for tree to reach breast height (1983)
3,9F,23,W,2.5,2.5,.,0.6,.,.,.,.,.,.,.,.,.,52,5.6,.,.,.,.,.,.,2,2.5,10,75,.,10.63,9.3,13.3,12.3,.,.,X ,
3,9G,19,A,8.5,.,0.2,1.2,.,2001,.,.,.,.,.,.,.,84,19.2,M,SW,.,.,.,.,3.8,3.2,13.3,.,24.4,10.42,22,21.8,.,DB2,.,X ,
3,9G,21,A,4,.,0.7,.,1.4,1987,.,.,.,.,.,.,.,.,12.7,L,SW,.,.,.,.,3,3.8,9.6,.,.,1.23,10.7,10,.,DD,.,X ,Snag - 2 m (1991)
3,9G,20,J,7.4,.,1.5,.,2.2,.,.,.,.,.,.,.,.,.,19.2,M,SE,.,.,.,.,2.7,3.2,1.4,25,.,.,19.2,19.1,20.5,.,.,X ,
3,9G,22,J,9,1.2,.,.,1.1,.,.,.,.,.,.,.,.,.,20.4,S,NW,.,.,.,.,2.6,3.4,12.8,50,.,.,24.5,25.9,22.3,.,.,X ,
3,9H,17,J,10.2,.,0.3,1.2,.,.,.,.,.,.,.,.,.,.,24.5,S,E,.,.,.,.,3.1,2.4,15.5,75,.,.,27.6,28.4,23.5,.,.,X ,
3,9H,15,J,8.1,1.2,.,1.8,.,1984,.,.,.,.,.,.,.,.,12.5,S,W,.,.,.,.,2.9,3.2,10.5,40,.,.,20.5,.,.,DB2,.,X ,
3,9H,18,A,5.8,1.4,.,.,1.1,2001,.,.,.,.,.,.,.,83,17.4,S,W,.,.,.,.,3.6,3.2,12,1,16.3,6.14,14.9,14.4,.,DB2,.,X ,
3,9H,13,W,2.2,1.7,.,0.7,.,.,.,.,.,.,.,.,.,48,6,S,W,.,.,.,.,2,1.7,2.4,75,.,7,6.6,6.1,6,.,.,X ,
3,9H,14,W,2.8,2.2,.,0.3,.,.,.,.,.,.,.,.,.,50,7.4,S,W,.,.,.,.,3,2.9,1.4,75,.,13.16,10.7,14.3,12.6,.,.,X ,
3,9I,11,J,7.5,.,0.4,1.3,.,.,.,.,.,.,.,.,.,.,22.5,S,SW,.,.,.,.,3.3,1.9,13.3,45,.,.,20.4,21.2,21.7,.,.,X ,
3,9I,12,J,6.9,.,1,.,0.8,.,.,.,.,.,.,.,.,.,21.6,M,NE,.,.,.,.,2.6,2.6,14,55,.,.,18.6,18.8,21.2,.,.,X ,
3,9I,9,J,5.7,0.2,.,0.1,.,1983,.,.,.,.,.,.,.,.,13.2,S,E,.,.,.,.,.,.,.,.,.,.,14.9,.,.,DD,.,X ,
3,9I,10,J,7.1,0.7,.,0.7,.,1981,.,.,.,.,.,.,.,.,6.4,S,NW,.,.,.,.,.,.,.,.,.,.,18.2,.,.,DB2,.,X ,Snag - 6 m (1991)
3,9J,2,J,6.3,.,1.3,1,.,.,.,.,.,.,.,.,.,.,15.2,S,SE,.,.,.,.,2.2,2.3,10.8,35,.,.,17.2,17.7,23.7,.,.,X ,
3,9J,3,J,3.8,.,1.6,1.9,.,1984,.,.,.,.,.,.,.,.,10.5,M,SW,.,.,.,.,0.9,0.9,10,10,.,.,9.6,.,.,DD,.,X ,
3,9J,8,J,8.6,0.8,.,.,0.2,.,.,.,.,.,.,.,.,.,21.6,S,S,.,.,.,.,1.5,2.2,14.8,75,.,.,23.6,25.1,25.2,.,.,X ,
3,9J,6,J,4.4,1.5,.,.,0.9,1981,.,.,.,.,.,.,.,.,10.4,S,NW,.,.,.,.,.,.,.,.,.,.,11.3,.,.,DB2,.,X ,
3,9J,1,A,6.4,1.8,.,0.7,.,2001,.,.,.,.,.,.,.,88,15.8,L,NW,.,.,.,.,3.1,3.7,13.3,.,17.8,5.1,16.2,15.9,.,DB2,.,X ,
3,9J,7,J,3.8,2,.,.,0.2,2001,.,.,.,.,.,.,.,.,13.2,S,N,.,.,.,.,1.7,2.7,9.8,30,.,.,10,10.2,.,DB2,.,X ,
3,9J,5,J,3.3,2.1,.,.,1.4,1981,.,.,.,.,.,.,.,.,10.6,.,.,.,.,.,.,.,.,.,.,.,.,8.4,.,.,DS,.,X ,
3,9J,4,J,7.2,2.1,.,.,1.8,.,.,.,.,.,.,.,.,.,24.6,S,S,.,.,.,.,4.3,2.7,13,40,.,.,28,29.5,26.6,.,.,X ,
3,1G,7048,J,5.7,.,2,.,1.9,.,.,.,.,.,.,.,.,.,19.2,O,Z,.,.,.,.,2.1,2.1,17,75,18.2,.,16,17,17.6,.,.,X ,
3,4B,7035,J,2.3,.,2.1,.,0.5,.,.,.,.,.,.,.,.,.,18.5,O,Z,.,.,.,.,3.1,3,11.3,55,.,.,21,19.9,16.8,DB2,.,X ,
3,8G,7022,W,1.9,.,2.5,.,1.5,.,.,.,.,.,.,.,.,.,3.6,O,Z,.,.,.,.,2,2,0.1,55,.,.,5.9,8.7,7.1,.,.,X ,
3,0F,633,B,.,1.9,.,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.6,3.7,5,.,.,X ,
3,0F,635,B,.,0.5,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.4,5,5.8,.,.,X ,
3,0G,629,F,.,0.2,.,0.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,5.4,6.1,.,.,X ,
3,1A,7053,B,.,0.2,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.8,4,5.3,.,.,X ,Changed species from BP to B to be consistent with the rest of the birch (2003)
3,1G,7052,W,.,.,2,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.3,8.9,8.5,.,.,X ,
3,1H,7050,B,.,.,1.5,0.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.3,7.9,10.4,.,.,X ,Changed species from BP to B to be consistent with the rest of the birch (2003)
3,1H,7051,W,.,.,0.4,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,5.9,6,.,.,X ,
3,2A,7054,W,1.2,.,2,2.4,.,.,.,.,.,.,.,.,.,.,4.4,M,N,.,.,.,.,1.5,1.2,1.2,25,.,.,3.5,3.5,2.7,.,.,X ,
3,2D,7055,B,.,.,3,2,.,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.7,2.7,5.1,DS,.,X ,Changed species from BP to B to be consistent with the rest of the birch (2003)
3,2G,7036,W,1.5,1,.,.,0.9,2000,.,.,.,.,.,.,.,.,4.5,S,N,.,.,.,.,3.1,2,1,30,.,.,5.2,5.6,3,DB2,.,X ,top off (2000)
3,2G,7006,W,1.2,0.9,.,.,0.9,.,.,.,.,.,.,.,.,.,3.7,M,N,.,.,.,.,2.9,2,1,30,.,.,4,5.1,5.7,.,.,X ,
3,2I,7056,B,.,.,0.2,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.7,3.3,5.1,.,.,X ,Changed species from BP to B to be consistent with the rest of the birch (2003)
3,3J,7057,W,.,.,0.3,.,2.3,.,.,.,.,.,.,.,.,.,.,L,SE,.,.,45,N,.,.,.,.,.,.,3.8,5,.,LL,.,X ,
3,4C,7058,B,.,1.8,.,.,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,6.4,8.2,.,.,X ,Changed species from BP to B to be consistent with the rest of the birch (2003)
3,4H,7059,W,.,1.3,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,5.9,5.9,.,.,X ,
3,6C,7060,W,.,0,.,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.1,13,11.9,.,.,X ,
3,8A,7061,W,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.6,9,7.4,.,.,X ,
3,8B,7000,W,.,0.2,.,0.4,.,2001,.,.,.,.,.,.,.,.,.,H,S,.,.,.,.,.,.,.,.,.,.,5.2,5.2,.,DL,.,X ,#956 wire tag (1991)
3,8C,7062,W,.,.,1,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,9,6.9,.,.,X ,#931 wire tag (1991)
3,0C,8000,W,.,.,1.2,.,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3.1,.,.,X ,
3,0E,8001,W,.,.,1.4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.8,5.2,.,.,X ,
3,0E,8002,W,.,2.3,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.1,4.8,.,.,X ,
3,0E,8003,W,.,.,0.9,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2.8,.,.,X ,
3,0G,8004,F,.,1,.,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.7,5.5,.,.,X 
3,0G,8005,F,.,0.5,.,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.9,5.5,.,.,X 
3,0H,8006,W,.,.,0,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,2.8,.,.,X 
3,0I,8007,W,.,.,1.6,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.3,5.4,.,.,X 
3,4I,8214,W,.,.,1.1,2.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.8,2.6,.,.,X 
3,4J,8215,W,.,0.9,.,1.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.6,2.5,.,.,X 
3,5J,8216,B,.,.,0,0.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.7,5.3,.,.,X 
3,6E,8217,W,.,.,1.2,1.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.2,7.4,.,.,X 
3,6F,8218,W,.,1.1,.,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.1,3.6,.,.,X 
3,6J,8219,W,.,1.4,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.2,3.3,.,.,X 
3,7J,8220,B,.,1.6,.,0.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.6,4.5,.,.,X 
3,7F,8221,W,.,.,2,.,2.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.7,3.6,.,.,X 
3,7E,8222,B,.,2.3,.,1.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,5.3,.,.,X 
3,7D,8223,W,.,.,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.3,3.1,.,.,X 
3,8B,908,W,.,.,0.3,.,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.3,5.8,.,.,X 
3,8E,903,W,.,1.4,.,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.8,5.2,.,.,X 
3,8H,8224,B,.,0.5,.,1.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.1,5,.,.,X 
3,9J,8225,W,.,1.5,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.6,2.9,.,.,X 
3,9F,8226,W,.,1.4,.,2.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,SE,.,.,.,.,.,.,.,2.8,.,LL,.,X 
3,9E,8227,W,.,0.6,.,.,2.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,2.8,.,.,X 
